row_order,industry_name,naics_code,industry_name_norm,series_id,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes,begin_year,begin_period,end_year,end_period,display_level,matched,industry_code_8,parent_series_id,parent_rule,denominator_opt1,denominator_opt1_name,denominator_opt2,denominator_opt2_name,denominator_opt3,denominator_opt3_name,denominator_opt4,denominator_opt4_name,denominator_opt5,denominator_opt5_name
381,General merchandise retailers,455,general merchandise retailers,CES4245500001,42,42455000,1,S,"All employees, thousands, general merchandise retailers, seasonally adjusted",,1990,M01,2026,M01,4,True,42455000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
382,Department stores,4551,department stores,CES4245510001,42,42455100,1,S,"All employees, thousands, department stores, seasonally adjusted",,1990,M01,2026,M01,5,True,42455100,CES4245500001,parent_3digit,CES4245500001,General merchandise retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
383,"Warehouse clubs, supercenters, and other general merchandise retailers",4552,warehouse clubs supercenters and other general merchandise retailers,CES4245520001,42,42455200,1,S,"All employees, thousands, warehouse clubs, supercenters, and other general merchandise retailers, seasonally adjusted",,1990,M01,2026,M01,5,True,42455200,CES4245500001,parent_3digit,CES4245500001,General merchandise retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
384,Health and personal care retailers,456,health and personal care retailers,CES4245600001,42,42456000,1,S,"All employees, thousands, health and personal care retailers, seasonally adjusted",,1990,M01,2026,M01,4,True,42456000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
385,Pharmacies and drug retailers,45611,pharmacies and drug retailers,CES4245611001,42,42456110,1,S,"All employees, thousands, pharmacies and drug retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42456110,CES4245600001,parent_3digit,CES4245600001,Health and personal care retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
386,"Cosmetics, beauty supplies, and perfume retailers",45612,cosmetics beauty supplies and perfume retailers,CES4245612001,42,42456120,1,S,"All employees, thousands, cosmetics, beauty supplies, and perfume retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42456120,CES4245600001,parent_3digit,CES4245600001,Health and personal care retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
387,Optical goods retailers,45613,optical goods retailers,CES4245613001,42,42456130,1,S,"All employees, thousands, optical goods retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42456130,CES4245600001,parent_3digit,CES4245600001,Health and personal care retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
388,Other health and personal care retailers,45619,other health and personal care retailers,CES4245619001,42,42456190,1,S,"All employees, thousands, other health and personal care retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42456190,CES4245600001,parent_3digit,CES4245600001,Health and personal care retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
389,Food (health) supplement retailers,456191,food health supplement retailers,CES4245619101,42,42456191,1,S,"All employees, thousands, food (health) supplement retailers, seasonally adjusted",I,1990,M01,2025,M12,7,True,42456191,CES4245600001,parent_3digit,CES4245600001,Health and personal care retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
390,All other health and personal care retailers,456199,all other health and personal care retailers,CES4245619901,42,42456199,1,S,"All employees, thousands, all other health and personal care retailers, seasonally adjusted",I,1990,M01,2025,M12,7,True,42456199,CES4245600001,parent_3digit,CES4245600001,Health and personal care retailers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
391,Gasoline stations and fuel dealers,457,gasoline stations and fuel dealers,CES4245700001,42,42457000,1,S,"All employees, thousands, gasoline stations and fuel dealers, seasonally adjusted",,1990,M01,2026,M01,4,True,42457000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
392,Gasoline stations,4571,gasoline stations,CES4245710001,42,42457100,1,S,"All employees, thousands, gasoline stations, seasonally adjusted",I,1990,M01,2025,M12,5,True,42457100,CES4245700001,parent_3digit,CES4245700001,Gasoline stations and fuel dealers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
393,Gasoline stations with convenience stores,45711,gasoline stations with convenience stores,CES4245711001,42,42457110,1,S,"All employees, thousands, gasoline stations with convenience stores, seasonally adjusted",I,1990,M01,2025,M12,6,True,42457110,CES4245700001,parent_3digit,CES4245700001,Gasoline stations and fuel dealers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
394,Other gasoline stations,45712,other gasoline stations,CES4245712001,42,42457120,1,S,"All employees, thousands, other gasoline stations, seasonally adjusted",I,1990,M01,2025,M12,6,True,42457120,CES4245700001,parent_3digit,CES4245700001,Gasoline stations and fuel dealers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
395,Fuel dealers,4572,fuel dealers,CES4245720001,42,42457200,1,S,"All employees, thousands, fuel dealers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42457200,CES4245700001,parent_3digit,CES4245700001,Gasoline stations and fuel dealers,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
396,"Clothing, clothing accessories, shoe, and jewelry retailers",458,clothing clothing accessories shoe and jewelry retailers,CES4245800001,42,42458000,1,S,"All employees, thousands, clothing, clothing accessories, shoe, and jewelry retailers, seasonally adjusted",,1990,M01,2026,M01,4,True,42458000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
397,Clothing and clothing accessories retailers,4581,clothing and clothing accessories retailers,CES4245810001,42,42458100,1,S,"All employees, thousands, clothing and clothing accessories retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42458100,CES4245800001,parent_3digit,CES4245800001,"Clothing, clothing accessories, shoe, and jewelry retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
398,Shoe retailers,4582,shoe retailers,CES4245820001,42,42458200,1,S,"All employees, thousands, shoe retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42458200,CES4245800001,parent_3digit,CES4245800001,"Clothing, clothing accessories, shoe, and jewelry retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
399,"Jewelry, luggage, and leather goods retailers",4583,jewelry luggage and leather goods retailers,CES4245830001,42,42458300,1,S,"All employees, thousands, jewelry, luggage, and leather goods retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42458300,CES4245800001,parent_3digit,CES4245800001,"Clothing, clothing accessories, shoe, and jewelry retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
400,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",459,sporting goods hobby musical instrument book and miscellaneous retailers,CES4245900001,42,42459000,1,S,"All employees, thousands, sporting goods, hobby, musical instrument, book, and miscellaneous retailers, seasonally adjusted",,1990,M01,2026,M01,4,True,42459000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
401,"Sporting goods, hobby, and musical instrument retailers",4591,sporting goods hobby and musical instrument retailers,CES4245910001,42,42459100,1,S,"All employees, thousands, sporting goods, hobby, and musical instrument retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42459100,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
402,Sporting goods retailers,45911,sporting goods retailers,CES4245911001,42,42459110,1,S,"All employees, thousands, sporting goods retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459110,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
403,"Hobby, toy, and game retailers",45912,hobby toy and game retailers,CES4245912001,42,42459120,1,S,"All employees, thousands, hobby, toy, and game retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459120,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
404,"Sewing, needlework, and piece goods retailers",45913,sewing needlework and piece goods retailers,CES4245913001,42,42459130,1,S,"All employees, thousands, sewing, needlework, and piece goods retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459130,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
405,Musical instrument and supplies retailers,45914,musical instrument and supplies retailers,CES4245914001,42,42459140,1,S,"All employees, thousands, musical instrument and supplies retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459140,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
406,Book retailers and news dealers,4592,book retailers and news dealers,CES4245920001,42,42459200,1,S,"All employees, thousands, book retailers and news dealers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42459200,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
407,Florists,4593,florists,CES4245930001,42,42459300,1,S,"All employees, thousands, florists, seasonally adjusted",I,1990,M01,2025,M12,5,True,42459300,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
408,"Office supplies, stationery, and gift retailers",4594,office supplies stationery and gift retailers,CES4245940001,42,42459400,1,S,"All employees, thousands, office supplies, stationery, and gift retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42459400,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
409,Office supplies and stationery retailers,45941,office supplies and stationery retailers,CES4245941001,42,42459410,1,S,"All employees, thousands, office supplies and stationery retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459410,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
410,"Gift, novelty, and souvenir retailers",45942,gift novelty and souvenir retailers,CES4245942001,42,42459420,1,S,"All employees, thousands, gift, novelty, and souvenir retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459420,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
411,Used merchandise retailers,4595,used merchandise retailers,CES4245950001,42,42459500,1,S,"All employees, thousands, used merchandise retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42459500,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
412,Other miscellaneous retailers,4599,other miscellaneous retailers,CES4245990001,42,42459900,1,S,"All employees, thousands, other miscellaneous retailers, seasonally adjusted",I,1990,M01,2025,M12,5,True,42459900,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
413,Pet and pet supplies retailers,45991,pet and pet supplies retailers,CES4245991001,42,42459910,1,S,"All employees, thousands, pet and pet supplies retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459910,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
414,Art dealers,45992,art dealers,CES4245992001,42,42459920,1,S,"All employees, thousands, art dealers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459920,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
415,Manufactured (mobile) home dealers and all other miscellaneous retailers,"45993,9",manufactured mobile home dealers and all other miscellaneous retailers,CES4245999001,42,42459990,1,S,"All employees, thousands, manufactured (mobile) home dealers and all other miscellaneous retailers, seasonally adjusted",I,1990,M01,2025,M12,6,True,42459990,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
416,"Tobacco, electronic cigarette, and other smoking supplies retailers",459991,tobacco electronic cigarette and other smoking supplies retailers,CES4245999101,42,42459991,1,S,"All employees, thousands, tobacco, electronic cigarette, and other smoking supplies retailers, seasonally adjusted",I,1990,M01,2025,M12,7,True,42459991,CES4245900001,parent_3digit,CES4245900001,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",CES4200000001,Retail trade,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
417,Transportation and warehousing,,transportation and warehousing,CES4300000001,43,43000000,1,S,"All employees, thousands, transportation and warehousing, seasonally adjusted",,1972,M01,2026,M01,3,True,43000000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
418,Air transportation,481,air transportation,CES4348100001,43,43481000,1,S,"All employees, thousands, air transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43481000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
419,Scheduled air transportation,4811,scheduled air transportation,CES4348110001,43,43481100,1,S,"All employees, thousands, scheduled air transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43481100,CES4348100001,parent_3digit,CES4348100001,Air transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
420,Nonscheduled air transportation,4812,nonscheduled air transportation,CES4348120001,43,43481200,1,S,"All employees, thousands, nonscheduled air transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43481200,CES4348100001,parent_3digit,CES4348100001,Air transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
421,Rail transportation,482,rail transportation,CES4348200001,43,43482000,1,S,"All employees, thousands, rail transportation, seasonally adjusted",,1947,M01,2026,M01,4,True,43482000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
422,Water transportation,483,water transportation,CES4348300001,43,43483000,1,S,"All employees, thousands, water transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43483000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
423,Truck transportation,484,truck transportation,CES4348400001,43,43484000,1,S,"All employees, thousands, truck transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43484000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
424,General freight trucking,4841,general freight trucking,CES4348410001,43,43484100,1,S,"All employees, thousands, general freight trucking, seasonally adjusted",I,1990,M01,2025,M12,5,True,43484100,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
425,"General freight trucking, local",48411,general freight trucking local,CES4348411001,43,43484110,1,S,"All employees, thousands, general freight trucking, local, seasonally adjusted",I,1990,M01,2025,M12,6,True,43484110,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
426,"General freight trucking, long-distance",48412,general freight trucking long-distance,CES4348412001,43,43484120,1,S,"All employees, thousands, general freight trucking, long-distance, seasonally adjusted",I,1990,M01,2025,M12,6,True,43484120,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
427,"General freight trucking, long-distance, truckload",484121,general freight trucking long-distance truckload,CES4348412101,43,43484121,1,S,"All employees, thousands, general freight trucking, long-distance, truckload, seasonally adjusted",I,1990,M01,2025,M12,7,True,43484121,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
428,"General freight trucking, long-distance, less than truckload",484122,general freight trucking long-distance less than truckload,CES4348412201,43,43484122,1,S,"All employees, thousands, general freight trucking, long-distance, less than truckload, seasonally adjusted",I,1990,M01,2025,M12,7,True,43484122,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
429,Specialized freight trucking,4842,specialized freight trucking,CES4348420001,43,43484200,1,S,"All employees, thousands, specialized freight trucking, seasonally adjusted",I,1990,M01,2025,M12,5,True,43484200,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
430,Used household and office goods moving,48421,used household and office goods moving,CES4348421001,43,43484210,1,S,"All employees, thousands, used household and office goods moving, seasonally adjusted",I,1990,M01,2025,M12,6,True,43484210,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
431,"Specialized freight (except used goods) trucking, local",48422,specialized freight except used goods trucking local,CES4348422001,43,43484220,1,S,"All employees, thousands, specialized freight (except used goods) trucking, local, seasonally adjusted",I,1990,M01,2025,M12,6,True,43484220,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
432,"Specialized freight (except used goods) trucking, long-distance",48423,specialized freight except used goods trucking long-distance,CES4348423001,43,43484230,1,S,"All employees, thousands, specialized freight (except used goods) trucking, long-distance, seasonally adjusted",I,1990,M01,2025,M12,6,True,43484230,CES4348400001,parent_3digit,CES4348400001,Truck transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
433,Transit and ground passenger transportation,485,transit and ground passenger transportation,CES4348500001,43,43485000,1,S,"All employees, thousands, transit and ground passenger transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43485000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
434,Taxi and limousine service,4853,taxi and limousine service,CES4348530001,43,43485300,1,S,"All employees, thousands, taxi and limousine service, seasonally adjusted",I,1990,M01,2025,M12,5,True,43485300,CES4348500001,parent_3digit,CES4348500001,Transit and ground passenger transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
435,School and employee bus transportation,4854,school and employee bus transportation,CES4348540001,43,43485400,1,S,"All employees, thousands, school and employee bus transportation, seasonally adjusted",I,1972,M01,2025,M12,5,True,43485400,CES4348500001,parent_3digit,CES4348500001,Transit and ground passenger transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
436,"Urban transit systems and interurban, rural, and charter bus transportation","4851,2,5",urban transit systems and interurban rural and charter bus transportation,CES4348550001,43,43485500,1,S,"All employees, thousands, urban transit systems and interurban, rural, and charter bus transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43485500,CES4348500001,parent_3digit,CES4348500001,Transit and ground passenger transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
437,Other transit and ground passenger transportation,4859,other transit and ground passenger transportation,CES4348590001,43,43485900,1,S,"All employees, thousands, other transit and ground passenger transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43485900,CES4348500001,parent_3digit,CES4348500001,Transit and ground passenger transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
438,Pipeline transportation,486,pipeline transportation,CES4348600001,43,43486000,1,S,"All employees, thousands, pipeline transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43486000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
439,Scenic and sightseeing transportation,487,scenic and sightseeing transportation,CES4348700001,43,43487000,1,S,"All employees, thousands, scenic and sightseeing transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43487000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
440,Support activities for transportation,488,support activities for transportation,CES4348800001,43,43488000,1,S,"All employees, thousands, support activities for transportation, seasonally adjusted",,1990,M01,2026,M01,4,True,43488000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
441,Support activities for air transportation,4881,support activities for air transportation,CES4348810001,43,43488100,1,S,"All employees, thousands, support activities for air transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43488100,CES4348800001,parent_3digit,CES4348800001,Support activities for transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
442,Support activities for water transportation,4883,support activities for water transportation,CES4348830001,43,43488300,1,S,"All employees, thousands, support activities for water transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43488300,CES4348800001,parent_3digit,CES4348800001,Support activities for transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
443,Marine cargo handling,48832,marine cargo handling,CES4348832001,43,43488320,1,S,"All employees, thousands, marine cargo handling, seasonally adjusted",I,1990,M01,2025,M12,6,True,43488320,CES4348800001,parent_3digit,CES4348800001,Support activities for transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
444,Support activities for road transportation,4884,support activities for road transportation,CES4348840001,43,43488400,1,S,"All employees, thousands, support activities for road transportation, seasonally adjusted",I,1990,M01,2025,M12,5,True,43488400,CES4348800001,parent_3digit,CES4348800001,Support activities for transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
445,Freight transportation arrangement,4885,freight transportation arrangement,CES4348850001,43,43488500,1,S,"All employees, thousands, freight transportation arrangement, seasonally adjusted",I,1990,M01,2025,M12,5,True,43488500,CES4348800001,parent_3digit,CES4348800001,Support activities for transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
446,"Other support activities for transportation, including rail","4882,9",other support activities for transportation including rail,CES4348890001,43,43488900,1,S,"All employees, thousands, other support activities for transportation, including rail, seasonally adjusted",I,1990,M01,2025,M12,5,True,43488900,CES4348800001,parent_3digit,CES4348800001,Support activities for transportation,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
447,Couriers and messengers,492,couriers and messengers,CES4349200001,43,43492000,1,S,"All employees, thousands, couriers and messengers, seasonally adjusted",,1990,M01,2026,M01,4,True,43492000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
448,Couriers and express delivery services,4921,couriers and express delivery services,CES4349210001,43,43492100,1,S,"All employees, thousands, couriers and express delivery services, seasonally adjusted",I,1990,M01,2025,M12,5,True,43492100,CES4349200001,parent_3digit,CES4349200001,Couriers and messengers,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
449,Local messengers and delivery and private postal service,"49,111,221",local messengers and delivery and private postal service,CES4349220001,43,43492200,1,S,"All employees, thousands, local messengers and delivery and private postal service, seasonally adjusted",I,1990,M01,2025,M12,6,True,43492200,CES4349200001,parent_3digit,CES4349200001,Couriers and messengers,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
450,Warehousing and storage,493,warehousing and storage,CES4349300001,43,43493000,1,S,"All employees, thousands, warehousing and storage, seasonally adjusted",,1990,M01,2026,M01,4,True,43493000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
451,General warehousing and storage,49311,general warehousing and storage,CES4349311001,43,43493110,1,S,"All employees, thousands, general warehousing and storage, seasonally adjusted",I,1990,M01,2025,M12,6,True,43493110,CES4349300001,parent_3digit,CES4349300001,Warehousing and storage,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
